Purchases,day_engaged,Acceptance,Family,Income_Category_lower,Income_Category_middle,Income_Category_upper_middle,Income_Category_upper,Customer_Segment_Millennial,Customer_Segment_Gen X,Customer_Segment_Boomer,Customer_Segment_Silent,Education_Grad,Education_PostGrad,Education_Undergrad,clusters
39,708,0,4,0,0,1,0,0,0,1,0,0,1,0,2
25,402,0,3,0,0,1,0,0,0,1,0,1,0,0,1
7,333,0,2,0,1,0,0,0,1,0,0,1,0,0,1
5,559,0,3,0,1,0,0,0,0,1,0,0,1,0,0
23,376,0,2,0,0,1,0,0,0,1,0,1,0,0,1
17,481,0,2,0,1,0,0,0,0,0,1,0,1,0,0
10,497,0,3,0,1,0,0,0,1,0,0,0,1,0,0
7,693,0,3,1,0,0,0,1,0,0,0,0,1,0,2
5,546,0,3,1,0,0,0,1,0,0,0,1,0,0,0
10,377,0,3,0,1,0,0,0,0,0,1,0,1,0,1
4,513,0,2,1,0,0,0,0,0,0,1,1,0,0,0
5,732,0,2,0,1,0,0,1,0,0,0,1,0,0,2
5,290,0,2,1,0,0,0,0,1,0,0,0,1,0,1
4,537,0,1,1,0,0,0,0,0,1,0,1,0,0,0
11,449,0,2,0,1,0,0,0,1,0,0,0,1,0,0
17,368,2,1,0,0,1,0,0,0,1,0,1,0,0,1
7,571,0,3,1,0,0,0,0,1,0,0,1,0,0,0
16,375,0,3,0,1,0,0,0,0,0,1,0,1,0,1
27,609,0,2,0,0,1,0,0,0,1,0,1,0,0,0
27,684,0,3,0,1,0,0,0,1,0,0,1,0,0,2
7,441,0,2,0,1,0,0,0,1,0,0,0,1,0,0
16,396,0,4,0,0,1,0,0,1,0,0,0,1,0,1
27,846,0,3,0,0,1,0,0,1,0,0,1,0,0,2
19,864,0,5,0,1,0,0,0,1,0,0,1,0,0,2
24,838,2,1,0,0,0,1,0,0,1,0,0,1,0,2
14,640,1,3,0,1,0,0,1,0,0,0,0,1,0,0
13,221,0,3,0,1,0,0,0,0,0,1,1,0,0,1
19,828,0,2,0,0,1,0,1,0,0,0,0,1,0,2
16,365,1,3,0,0,1,0,0,0,1,0,1,0,0,1
22,466,0,1,0,0,1,0,0,0,0,1,1,0,0,0
9,338,0,2,0,1,0,0,0,0,1,0,0,1,0,1
19,189,1,2,0,0,1,0,0,0,1,0,1,0,0,1
9,311,0,3,0,1,0,0,0,1,0,0,1,0,0,1
20,304,0,1,0,0,1,0,0,1,0,0,0,1,0,1
17,618,2,2,0,0,1,0,0,0,1,0,0,1,0,0
4,792,0,2,0,1,0,0,0,1,0,0,1,0,0,2
20,301,0,4,0,1,0,0,0,0,0,1,1,0,0,1
25,869,0,3,0,1,0,0,0,1,0,0,0,1,0,2
33,645,0,3,0,0,1,0,0,1,0,0,1,0,0,0
4,448,0,3,0,1,0,0,0,1,0,0,1,0,0,0
30,880,1,3,0,1,0,0,0,1,0,0,0,1,0,2
6,729,0,4,0,1,0,0,0,1,0,0,1,0,0,2
5,228,0,2,1,0,0,0,1,0,0,0,1,0,0,1
26,682,0,3,0,0,1,0,0,0,1,0,1,0,0,2
6,237,0,3,0,1,0,0,0,1,0,0,0,1,0,1
17,223,0,3,0,1,0,0,0,1,0,0,0,1,0,1
19,800,0,3,0,0,1,0,0,1,0,0,0,1,0,2
21,792,0,3,0,1,0,0,0,1,0,0,1,0,0,2
6,367,0,3,0,1,0,0,0,1,0,0,0,1,0,1
6,508,0,2,0,1,0,0,0,1,0,0,0,1,0,0
12,865,1,2,0,1,0,0,0,1,0,0,1,0,0,2
15,428,0,3,0,1,0,0,0,1,0,0,1,0,0,0
19,813,0,2,0,0,1,0,0,0,1,0,0,1,0,2
29,839,0,1,0,0,1,0,0,0,1,0,0,1,0,2
17,413,0,3,0,0,1,0,0,1,0,0,0,1,0,1
21,554,0,3,0,0,1,0,0,1,0,0,1,0,0,0
5,340,0,3,1,0,0,0,0,1,0,0,1,0,0,1
10,795,0,1,1,0,0,0,0,0,0,1,0,1,0,2
21,829,0,3,0,0,1,0,0,0,1,0,0,1,0,2
14,759,0,2,0,1,0,0,0,1,0,0,1,0,0,2
22,678,1,2,0,0,1,0,0,0,1,0,1,0,0,2
15,719,0,2,0,0,1,0,0,0,1,0,0,1,0,2
20,400,1,1,0,1,0,0,0,0,0,1,0,1,0,1
22,628,0,2,0,0,1,0,0,0,1,0,0,1,0,0
6,271,0,2,0,1,0,0,0,1,0,0,1,0,0,1
18,620,0,3,0,0,1,0,0,1,0,0,0,1,0,0
27,224,0,3,0,0,1,0,0,0,0,1,0,1,0,1
21,638,0,2,0,0,1,0,0,0,0,1,1,0,0,0
6,878,0,4,1,0,0,0,0,0,0,1,1,0,0,2
5,412,0,3,0,1,0,0,0,0,1,0,0,1,0,1
9,733,0,2,1,0,0,0,1,0,0,0,0,0,1,2
21,860,0,3,0,0,1,0,1,0,0,0,0,1,0,2
5,559,0,3,0,1,0,0,0,0,1,0,0,1,0,0
28,785,0,1,0,1,0,0,0,0,0,1,1,0,0,2
24,395,0,3,0,0,1,0,0,1,0,0,1,0,0,1
22,531,0,1,0,0,1,0,1,0,0,0,1,0,0,0
8,559,0,2,0,1,0,0,1,0,0,0,1,0,0,0
25,746,0,2,0,0,1,0,0,0,1,0,1,0,0,2
12,586,1,3,0,1,0,0,0,1,0,0,0,1,0,0
23,644,0,2,0,0,1,0,0,1,0,0,1,0,0,0
16,438,1,4,0,1,0,0,0,0,1,0,1,0,0,0
19,290,1,2,0,0,0,1,0,0,1,0,0,1,0,1
17,600,0,3,0,1,0,0,0,0,0,1,0,1,0,0
22,627,0,1,0,0,1,0,0,1,0,0,0,1,0,0
11,697,0,4,0,1,0,0,0,0,1,0,1,0,0,2
5,550,0,2,1,0,0,0,1,0,0,0,1,0,0,0
17,496,0,2,0,0,1,0,0,0,1,0,1,0,0,0
20,306,2,2,0,0,1,0,0,0,0,1,0,1,0,1
7,339,0,3,0,1,0,0,0,0,1,0,1,0,0,1
13,306,1,1,0,0,1,0,1,0,0,0,0,1,0,1
13,503,0,2,0,1,0,0,1,0,0,0,1,0,0,0
16,823,2,2,0,0,1,0,0,0,0,1,1,0,0,2
10,845,0,3,1,0,0,0,1,0,0,0,1,0,0,2
5,758,0,3,0,1,0,0,1,0,0,0,1,0,0,2
20,400,0,2,0,0,1,0,0,0,1,0,0,1,0,1
15,207,0,2,0,1,0,0,0,1,0,0,0,1,0,1
17,872,0,1,0,0,1,0,0,0,1,0,1,0,0,2
19,424,0,4,0,1,0,0,0,0,1,0,0,1,0,0
19,685,0,2,0,1,0,0,0,1,0,0,0,1,0,2
17,470,0,2,0,0,1,0,0,1,0,0,1,0,0,0
23,197,1,4,0,0,1,0,0,1,0,0,0,1,0,1
12,617,0,4,0,0,1,0,0,0,1,0,1,0,0,0
7,563,0,2,1,0,0,0,1,0,0,0,1,0,0,0
16,630,0,3,0,1,0,0,0,0,0,1,0,1,0,0
7,348,0,3,0,1,0,0,0,0,1,0,1,0,0,1
16,320,1,1,0,0,1,0,0,0,1,0,1,0,0,1
12,511,0,3,0,1,0,0,0,0,0,1,0,1,0,0
9,374,0,2,1,0,0,0,0,1,0,0,0,1,0,1
9,420,0,3,1,0,0,0,0,1,0,0,0,1,0,0
11,878,0,2,0,1,0,0,0,1,0,0,1,0,0,2
14,764,0,2,0,1,0,0,1,0,0,0,0,1,0,2
20,512,2,2,0,0,1,0,1,0,0,0,0,1,0,0
20,576,0,3,0,1,0,0,0,1,0,0,1,0,0,0
8,299,0,3,1,0,0,0,1,0,0,0,0,1,0,1
14,359,0,1,0,0,1,0,0,0,1,0,1,0,0,1
8,394,0,3,0,1,0,0,0,1,0,0,1,0,0,1
10,340,1,4,1,0,0,0,0,1,0,0,1,0,0,1
6,278,0,4,1,0,0,0,0,1,0,0,0,1,0,1
7,276,0,3,0,1,0,0,0,0,1,0,0,1,0,1
8,268,1,2,1,0,0,0,1,0,0,0,1,0,0,1
18,328,0,2,0,0,1,0,0,1,0,0,0,1,0,1
8,623,0,2,1,0,0,0,0,0,1,0,1,0,0,0
25,421,0,2,0,0,1,0,0,0,0,1,0,1,0,0
16,841,0,4,0,1,0,0,0,0,0,1,1,0,0,2
21,671,0,2,0,1,0,0,0,1,0,0,0,1,0,2
19,636,1,2,0,0,1,0,1,0,0,0,1,0,0,0
8,516,0,2,1,0,0,0,0,1,0,0,0,1,0,0
20,589,4,3,0,0,0,1,0,0,1,0,1,0,0,0
7,479,0,3,0,1,0,0,0,1,0,0,1,0,0,0
19,564,0,1,0,0,1,0,0,1,0,0,1,0,0,0
26,555,0,3,0,0,1,0,0,1,0,0,0,1,0,0
26,351,0,3,0,0,1,0,0,1,0,0,0,1,0,1
15,422,0,2,0,1,0,0,0,0,1,0,0,1,0,0
12,208,0,3,0,1,0,0,0,0,0,1,0,1,0,1
19,757,0,2,0,0,1,0,0,0,1,0,1,0,0,2
4,481,0,4,1,0,0,0,0,0,0,1,0,1,0,0
4,545,0,2,0,1,0,0,0,1,0,0,1,0,0,0
4,755,0,4,0,1,0,0,0,1,0,0,1,0,0,2
16,841,0,3,0,1,0,0,0,1,0,0,1,0,0,2
6,339,0,4,0,1,0,0,0,1,0,0,0,1,0,1
11,475,0,2,0,1,0,0,0,1,0,0,0,1,0,0
12,518,0,3,0,0,1,0,0,1,0,0,0,1,0,0
7,456,0,3,0,1,0,0,0,1,0,0,0,1,0,0
21,700,3,3,0,0,1,0,0,1,0,0,0,1,0,2
11,275,0,4,0,1,0,0,0,1,0,0,1,0,0,1
10,496,0,4,1,0,0,0,0,1,0,0,1,0,0,0
8,472,0,4,0,1,0,0,0,0,1,0,0,1,0,0
16,541,0,4,0,1,0,0,0,0,1,0,0,1,0,0
15,782,1,4,0,1,0,0,0,1,0,0,0,1,0,2
20,654,0,3,0,1,0,0,0,0,0,1,1,0,0,2
5,438,0,4,0,1,0,0,0,0,1,0,0,1,0,0
7,626,0,2,1,0,0,0,0,0,0,1,0,1,0,0
7,273,0,3,0,1,0,0,1,0,0,0,1,0,0,1
11,258,0,4,1,0,0,0,0,1,0,0,0,1,0,1
22,830,3,1,0,0,1,0,0,0,1,0,1,0,0,2
20,474,0,3,0,0,1,0,0,0,1,0,0,1,0,0
18,229,1,3,0,1,0,0,0,0,1,0,1,0,0,1
6,499,0,2,1,0,0,0,0,0,1,0,1,0,0,0
7,811,0,2,0,1,0,0,1,0,0,0,0,1,0,2
21,750,2,2,0,0,0,1,0,1,0,0,0,1,0,2
20,417,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5,336,0,3,0,1,0,0,0,1,0,0,1,0,0,1
15,477,0,2,0,0,1,0,0,1,0,0,0,1,0,0
9,469,0,3,1,0,0,0,0,1,0,0,0,1,0,0
6,797,0,2,1,0,0,0,0,1,0,0,1,0,0,2
6,439,0,4,0,1,0,0,0,1,0,0,0,1,0,0
9,576,0,3,1,0,0,0,0,1,0,0,0,1,0,0
10,867,0,3,0,1,0,0,0,1,0,0,1,0,0,2
5,679,0,2,0,1,0,0,0,0,1,0,1,0,0,2
23,853,0,3,0,0,1,0,0,0,1,0,1,0,0,2
17,471,0,1,0,0,1,0,0,0,1,0,1,0,0,0
20,753,0,4,0,0,1,0,0,0,0,1,0,1,0,2
11,705,0,4,0,1,0,0,0,0,1,0,0,1,0,2
12,733,0,2,1,0,0,0,1,0,0,0,0,1,0,2
7,324,0,2,0,1,0,0,0,1,0,0,1,0,0,1
5,661,0,4,1,0,0,0,0,0,1,0,1,0,0,2
6,797,0,3,0,1,0,0,0,1,0,0,0,0,1,2
18,239,1,2,0,0,1,0,0,0,1,0,1,0,0,1
12,500,0,1,1,0,0,0,0,1,0,0,0,1,0,0
12,532,0,1,0,1,0,0,0,0,0,1,0,1,0,0
5,751,0,3,1,0,0,0,0,1,0,0,0,0,1,2
7,430,0,5,1,0,0,0,0,0,1,0,1,0,0,0
25,783,0,1,0,1,0,0,0,1,0,0,0,1,0,2
18,524,0,4,0,1,0,0,0,1,0,0,1,0,0,0
6,605,0,4,0,1,0,0,0,0,1,0,0,1,0,0
5,654,0,3,0,1,0,0,0,1,0,0,1,0,0,2
17,867,0,3,0,1,0,0,0,0,1,0,0,1,0,2
17,539,0,3,0,1,0,0,0,0,1,0,0,1,0,0
6,536,0,1,0,1,0,0,0,1,0,0,1,0,0,0
14,297,2,1,0,0,1,0,0,0,0,1,1,0,0,1
5,369,0,2,0,1,0,0,0,1,0,0,0,1,0,1
21,577,1,2,0,0,1,0,0,0,1,0,0,1,0,0
7,711,0,3,1,0,0,0,0,1,0,0,1,0,0,2
20,577,0,2,0,0,1,0,0,1,0,0,1,0,0,0
34,832,0,3,0,0,1,0,0,0,1,0,1,0,0,2
9,847,0,3,0,1,0,0,0,1,0,0,0,1,0,2
12,744,0,2,1,0,0,0,0,1,0,0,1,0,0,2
25,408,0,3,0,0,1,0,0,1,0,0,0,1,0,1
14,202,0,2,0,0,1,0,0,0,1,0,0,1,0,1
26,351,0,3,0,0,1,0,0,1,0,0,0,1,0,1
7,320,1,1,0,1,0,0,0,0,1,0,0,1,0,1
21,623,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4,297,0,4,0,1,0,0,0,0,1,0,1,0,0,1
32,576,0,1,0,0,1,0,0,0,0,1,1,0,0,0
14,723,0,3,0,1,0,0,0,0,1,0,1,0,0,2
26,825,0,2,0,0,1,0,0,0,0,1,0,1,0,2
18,421,1,3,0,0,1,0,0,1,0,0,1,0,0,0
26,818,0,3,0,0,1,0,0,0,1,0,1,0,0,2
21,233,0,2,0,0,1,0,0,0,0,1,0,1,0,1
23,732,0,2,0,0,1,0,0,0,1,0,0,1,0,2
15,604,1,2,0,1,0,0,0,0,1,0,1,0,0,0
13,662,2,2,0,0,1,0,0,0,0,1,0,1,0,2
17,501,0,4,0,1,0,0,0,1,0,0,0,1,0,0
30,710,2,2,0,0,0,1,0,1,0,0,1,0,0,2
11,384,0,2,0,1,0,0,0,1,0,0,0,1,0,1
28,223,0,3,0,0,1,0,0,1,0,0,0,1,0,1
17,472,0,3,0,0,1,0,0,0,1,0,1,0,0,0
19,318,1,1,0,0,0,1,0,0,1,0,0,1,0,1
6,857,0,3,1,0,0,0,1,0,0,0,1,0,0,2
32,872,0,3,0,0,1,0,0,1,0,0,1,0,0,2
7,263,0,3,0,1,0,0,0,0,0,1,0,1,0,1
15,881,0,2,0,1,0,0,0,0,1,0,1,0,0,2
10,362,0,3,0,0,1,0,0,0,0,1,1,0,0,1
11,831,0,2,1,0,0,0,0,0,1,0,0,1,0,2
26,488,0,3,0,0,1,0,0,0,0,1,0,1,0,0
12,437,1,4,0,1,0,0,0,0,1,0,0,1,0,0
22,755,0,3,0,1,0,0,0,0,1,0,1,0,0,2
4,413,0,3,1,0,0,0,1,0,0,0,1,0,0,1
24,372,0,2,0,0,1,0,0,1,0,0,1,0,0,1
6,846,0,2,1,0,0,0,0,1,0,0,0,0,1,2
5,730,0,2,1,0,0,0,0,0,1,0,0,1,0,2
5,734,0,2,1,0,0,0,0,0,1,0,1,0,0,2
4,595,0,3,0,1,0,0,0,1,0,0,0,1,0,0
7,463,0,2,1,0,0,0,1,0,0,0,0,0,1,0
5,602,0,3,1,0,0,0,0,1,0,0,0,1,0,0
12,420,0,4,0,1,0,0,0,1,0,0,0,1,0,0
28,521,0,3,0,0,1,0,0,0,1,0,0,1,0,0
21,419,0,3,0,0,1,0,0,0,1,0,0,1,0,0
17,841,0,2,0,0,1,0,0,1,0,0,1,0,0,2
20,381,0,3,0,0,1,0,0,1,0,0,1,0,0,1
16,761,0,2,0,1,0,0,0,1,0,0,0,1,0,2
4,224,0,4,1,0,0,0,0,1,0,0,1,0,0,1
21,793,1,3,0,0,1,0,0,0,1,0,0,1,0,2
17,364,0,1,0,0,1,0,0,1,0,0,1,0,0,1
12,564,1,3,0,1,0,0,1,0,0,0,0,1,0,0
20,374,0,1,0,0,1,0,0,1,0,0,0,1,0,1
23,440,0,2,0,0,1,0,0,0,1,0,1,0,0,0
30,854,0,1,0,0,1,0,0,0,1,0,1,0,0,2
15,525,0,2,0,1,0,0,1,0,0,0,0,1,0,0
12,434,0,3,0,1,0,0,0,0,1,0,1,0,0,0
17,378,0,2,0,0,1,0,0,0,1,0,1,0,0,1
20,665,0,2,0,0,1,0,0,1,0,0,0,1,0,2
22,841,0,1,0,0,0,1,0,1,0,0,0,1,0,2
21,230,2,2,0,0,1,0,1,0,0,0,0,1,0,1
15,458,0,2,0,0,1,0,0,1,0,0,0,1,0,0
22,819,1,2,0,1,0,0,0,0,1,0,0,1,0,2
13,494,0,1,0,0,1,0,0,1,0,0,1,0,0,0
12,538,0,3,0,1,0,0,0,0,1,0,0,1,0,0
5,425,0,2,1,0,0,0,0,0,0,1,0,0,1,0
9,582,0,3,0,1,0,0,0,0,0,1,0,1,0,0
8,524,0,4,0,0,1,0,0,0,1,0,0,1,0,0
4,281,0,1,0,1,0,0,1,0,0,0,1,0,0,1
8,633,0,3,1,0,0,0,0,0,0,1,0,1,0,0
20,424,0,1,0,1,0,0,0,0,1,0,1,0,0,0
28,267,1,2,0,0,1,0,0,0,1,0,1,0,0,1
20,471,0,2,0,0,1,0,0,1,0,0,1,0,0,0
20,295,0,4,0,0,1,0,0,1,0,0,1,0,0,1
21,324,1,2,0,0,1,0,0,1,0,0,1,0,0,1
15,247,3,1,0,0,0,1,1,0,0,0,0,1,0,1
12,371,0,2,0,1,0,0,0,1,0,0,0,1,0,1
22,721,2,3,0,0,1,0,1,0,0,0,1,0,0,2
6,188,0,2,0,1,0,0,0,1,0,0,0,1,0,1
20,631,0,2,0,1,0,0,0,0,0,1,1,0,0,0
14,406,1,3,0,0,1,0,0,0,0,1,0,1,0,1
5,721,1,3,0,1,0,0,0,1,0,0,0,1,0,2
4,538,0,3,1,0,0,0,1,0,0,0,1,0,0,0
26,802,0,2,0,1,0,0,0,0,1,0,0,1,0,2
8,680,0,2,0,1,0,0,0,1,0,0,1,0,0,2
20,597,0,2,0,0,1,0,0,0,0,1,1,0,0,0
13,512,0,3,0,1,0,0,1,0,0,0,1,0,0,0
11,755,0,2,0,0,1,0,0,1,0,0,0,1,0,2
17,830,1,1,0,0,0,1,0,0,1,0,0,1,0,2
7,689,0,3,1,0,0,0,0,1,0,0,1,0,0,2
31,641,0,2,0,0,1,0,0,1,0,0,1,0,0,0
4,278,0,3,0,1,0,0,0,0,1,0,1,0,0,1
16,743,0,3,0,0,1,0,0,0,1,0,0,1,0,2
21,609,0,2,0,0,1,0,0,0,1,0,1,0,0,0
6,223,0,3,1,0,0,0,1,0,0,0,0,1,0,1
16,687,0,2,0,0,1,0,0,0,1,0,1,0,0,2
12,883,1,3,1,0,0,0,0,1,0,0,1,0,0,2
6,207,0,3,0,1,0,0,0,0,1,0,1,0,0,1
24,404,1,2,0,0,1,0,0,0,1,0,1,0,0,1
23,341,0,1,0,0,1,0,0,1,0,0,0,1,0,1
21,447,0,5,0,1,0,0,0,0,1,0,0,1,0,0
26,626,1,2,0,0,0,1,1,0,0,0,1,0,0,0
4,461,0,3,0,1,0,0,0,0,0,1,0,1,0,0
23,877,0,4,0,1,0,0,0,0,0,1,0,1,0,2
23,568,0,4,0,0,1,0,0,1,0,0,1,0,0,0
16,442,0,4,0,1,0,0,0,0,0,1,0,1,0,0
14,449,3,3,0,0,0,1,0,1,0,0,1,0,0,0
26,247,3,2,0,0,1,0,0,0,0,1,1,0,0,1
19,643,0,3,0,0,1,0,0,1,0,0,1,0,0,0
13,212,0,3,0,0,1,0,0,0,0,1,0,1,0,1
4,654,0,3,1,0,0,0,1,0,0,0,0,0,1,2
20,875,0,3,0,0,1,0,0,1,0,0,1,0,0,2
30,649,0,2,0,0,1,0,0,0,0,1,0,1,0,0
8,666,0,4,0,1,0,0,0,0,1,0,0,1,0,2
9,365,0,4,0,1,0,0,0,0,0,1,0,1,0,1
9,518,0,3,0,1,0,0,0,1,0,0,0,1,0,0
21,341,1,2,0,0,1,0,0,0,1,0,1,0,0,1
20,599,1,2,0,0,1,0,0,0,0,1,1,0,0,0
9,388,0,3,1,0,0,0,0,1,0,0,0,1,0,1
24,298,0,1,0,0,1,0,1,0,0,0,1,0,0,1
4,473,1,2,0,1,0,0,0,1,0,0,1,0,0,0
28,337,1,2,0,0,1,0,0,0,1,0,0,1,0,1
22,366,0,2,0,0,1,0,0,1,0,0,0,1,0,1
17,455,0,3,0,1,0,0,0,0,1,0,0,1,0,0
24,372,0,2,0,0,1,0,0,1,0,0,1,0,0,1
25,672,3,2,0,0,1,0,0,1,0,0,1,0,0,2
21,244,0,2,0,0,1,0,0,1,0,0,1,0,0,1
24,691,0,2,0,0,1,0,0,1,0,0,0,1,0,2
23,873,0,3,0,0,1,0,0,1,0,0,0,1,0,2
20,469,0,3,0,0,1,0,0,0,1,0,1,0,0,0
8,657,0,3,0,1,0,0,0,1,0,0,0,1,0,2
8,270,0,3,0,1,0,0,0,0,1,0,0,1,0,1
8,455,0,3,0,1,0,0,0,1,0,0,0,1,0,0
19,252,0,3,0,0,1,0,0,0,1,0,1,0,0,1
21,430,0,2,0,0,1,0,1,0,0,0,0,1,0,0
6,601,1,2,0,1,0,0,0,1,0,0,0,1,0,0
19,224,0,1,0,0,1,0,0,0,0,1,1,0,0,1
12,614,0,3,0,1,0,0,0,0,1,0,1,0,0,0
17,842,0,2,0,0,1,0,0,1,0,0,1,0,0,2
29,848,0,2,0,0,1,0,1,0,0,0,1,0,0,2
8,487,0,3,0,1,0,0,0,0,1,0,0,1,0,0
18,585,0,3,0,0,1,0,0,0,1,0,0,1,0,0
21,547,0,3,0,0,1,0,0,1,0,0,1,0,0,0
20,385,0,2,0,0,1,0,0,0,0,1,0,1,0,1
25,617,0,3,0,1,0,0,0,0,1,0,1,0,0,0
9,628,0,4,0,1,0,0,0,1,0,0,1,0,0,0
1,754,0,3,1,0,0,0,0,0,1,0,0,1,0,2
4,666,0,4,0,1,0,0,0,0,0,1,1,0,0,2
8,489,0,2,0,1,0,0,0,0,1,0,0,1,0,0
18,340,0,2,0,0,1,0,0,0,1,0,0,1,0,1
6,379,0,3,0,1,0,0,0,0,1,0,0,1,0,1
22,476,0,2,0,0,1,0,0,1,0,0,1,0,0,0
19,271,0,1,0,0,1,0,0,1,0,0,0,1,0,1
6,262,0,4,0,1,0,0,0,1,0,0,1,0,0,1
5,235,0,2,1,0,0,0,0,1,0,0,1,0,0,1
4,288,0,3,0,1,0,0,0,1,0,0,1,0,0,1
5,562,0,3,0,1,0,0,0,1,0,0,1,0,0,0
7,794,0,3,1,0,0,0,1,0,0,0,0,0,1,2
12,320,0,4,1,0,0,0,0,0,1,0,0,1,0,1
24,729,1,2,0,1,0,0,0,1,0,0,0,1,0,2
22,217,1,3,0,1,0,0,0,1,0,0,0,1,0,1
17,845,0,2,0,1,0,0,0,1,0,0,1,0,0,2
14,716,0,2,0,0,1,0,0,0,0,1,0,1,0,2
17,785,3,2,0,0,1,0,0,0,1,0,0,1,0,2
6,531,1,1,1,0,0,0,0,0,0,1,1,0,0,0
15,429,0,4,0,1,0,0,0,1,0,0,1,0,0,0
9,636,0,2,0,1,0,0,0,0,1,0,1,0,0,0
13,711,1,1,0,1,0,0,0,0,1,0,0,1,0,2
23,187,0,3,0,0,1,0,0,0,1,0,0,1,0,1
26,800,0,2,0,0,1,0,0,0,1,0,0,1,0,2
24,670,0,2,0,0,1,0,0,1,0,0,1,0,0,2
10,383,0,3,1,0,0,0,0,1,0,0,1,0,0,1
21,384,0,3,0,0,1,0,0,1,0,0,0,1,0,1
5,646,0,3,0,1,0,0,0,0,1,0,1,0,0,0
10,712,0,4,0,1,0,0,0,0,0,1,1,0,0,2
28,422,0,1,0,0,1,0,0,0,0,1,0,1,0,0
25,635,3,2,0,1,0,0,0,0,1,0,1,0,0,0
21,423,0,4,0,1,0,0,0,1,0,0,0,1,0,0
6,284,0,3,0,1,0,0,0,1,0,0,0,1,0,1
17,437,0,3,0,1,0,0,0,0,1,0,1,0,0,0
20,650,1,4,0,0,1,0,0,1,0,0,1,0,0,2
22,635,0,2,0,0,1,0,0,1,0,0,1,0,0,0
5,442,0,2,1,0,0,0,0,1,0,0,1,0,0,0
7,621,0,2,1,0,0,0,0,1,0,0,1,0,0,0
16,215,0,1,0,0,1,0,0,1,0,0,1,0,0,1
27,696,0,3,0,1,0,0,0,0,1,0,0,1,0,2
22,404,0,2,0,0,0,1,1,0,0,0,0,1,0,1
18,234,0,3,0,0,1,0,0,1,0,0,0,1,0,1
4,295,0,4,0,1,0,0,0,1,0,0,1,0,0,1
19,768,0,1,1,0,0,0,0,0,1,0,1,0,0,2
21,278,0,3,0,0,1,0,0,1,0,0,1,0,0,1
7,487,0,3,1,0,0,0,0,1,0,0,0,1,0,0
18,606,2,1,0,0,1,0,0,1,0,0,0,1,0,0
7,511,0,3,1,0,0,0,0,1,0,0,1,0,0,0
18,200,1,1,0,1,0,0,0,0,1,0,1,0,0,1
8,623,0,2,1,0,0,0,0,0,1,0,1,0,0,0
20,589,4,3,0,0,0,1,0,0,1,0,1,0,0,0
24,625,0,2,0,0,1,0,0,0,1,0,0,1,0,0
17,604,2,5,0,0,0,1,0,0,1,0,1,0,0,0
6,719,0,4,0,1,0,0,0,0,1,0,1,0,0,2
22,600,0,2,0,0,1,0,0,0,1,0,0,1,0,0
5,306,0,3,1,0,0,0,1,0,0,0,1,0,0,1
6,405,0,3,0,1,0,0,0,1,0,0,0,1,0,1
18,843,0,1,0,1,0,0,1,0,0,0,1,0,0,2
20,606,0,4,0,1,0,0,0,0,1,0,0,1,0,0
7,456,0,3,1,0,0,0,0,1,0,0,0,1,0,0
6,686,0,4,0,1,0,0,0,0,1,0,1,0,0,2
28,643,0,3,0,0,1,0,0,0,1,0,1,0,0,0
14,616,0,2,0,1,0,0,0,1,0,0,0,1,0,0
27,830,0,1,0,0,1,0,0,1,0,0,1,0,0,2
5,548,0,2,0,1,0,0,0,1,0,0,0,1,0,0
20,286,1,2,0,1,0,0,0,1,0,0,1,0,0,1
9,514,0,4,0,1,0,0,0,0,0,1,1,0,0,0
14,763,0,3,0,1,0,0,0,1,0,0,1,0,0,2
11,234,0,2,0,1,0,0,1,0,0,0,1,0,0,1
11,782,0,3,1,0,0,0,0,1,0,0,1,0,0,2
17,523,0,2,0,0,1,0,0,0,1,0,0,1,0,0
19,353,3,2,0,0,1,0,0,1,0,0,1,0,0,1
19,824,0,1,0,0,1,0,1,0,0,0,0,1,0,2
23,738,0,2,0,1,0,0,0,0,1,0,0,1,0,2
11,435,0,2,0,1,0,0,0,0,1,0,1,0,0,0
11,601,0,4,1,0,0,0,0,1,0,0,1,0,0,0
13,567,0,2,0,1,0,0,0,1,0,0,1,0,0,0
20,355,0,3,0,0,1,0,0,0,1,0,0,1,0,1
25,786,2,2,0,0,1,0,0,0,1,0,0,1,0,2
6,220,1,4,0,1,0,0,0,0,1,0,0,1,0,1
18,290,2,3,0,1,0,0,0,1,0,0,0,1,0,1
31,640,0,2,0,0,1,0,0,1,0,0,1,0,0,0
5,303,0,3,0,1,0,0,0,1,0,0,0,1,0,1
22,681,0,4,0,1,0,0,1,0,0,0,1,0,0,2
6,819,0,4,0,1,0,0,0,0,1,0,1,0,0,2
26,606,1,2,0,0,1,0,1,0,0,0,0,1,0,0
7,340,0,3,1,0,0,0,0,1,0,0,1,0,0,1
17,320,0,4,0,1,0,0,0,1,0,0,0,1,0,1
4,722,0,2,1,0,0,0,1,0,0,0,1,0,0,2
17,819,0,3,0,1,0,0,1,0,0,0,0,1,0,2
13,380,0,2,0,1,0,0,0,1,0,0,0,1,0,1
17,569,0,3,0,0,1,0,0,1,0,0,0,1,0,0
17,646,0,2,0,1,0,0,0,0,1,0,0,1,0,0
4,464,0,3,1,0,0,0,1,0,0,0,0,1,0,0
